age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,deposit
age_25_or_above,job_technician,marital_divorced,education_secondary,default_no,1451,housing_yes,loan_no,contact_unknown,month_may,1097,15,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_secondary,default_no,-34,housing_yes,loan_no,contact_unknown,month_may,1236,2,-1,0,poutcome_unknown,1
age_25_or_above,job_unemployed,marital_married,education_secondary,default_no,3674,housing_yes,loan_no,contact_unknown,month_may,886,3,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,698,housing_yes,loan_yes,contact_unknown,month_may,1343,3,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,4136,housing_yes,loan_no,contact_unknown,month_may,812,3,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_divorced,education_primary,default_no,2656,housing_yes,loan_no,contact_unknown,month_may,1980,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,2904,housing_yes,loan_no,contact_unknown,month_may,984,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,1004,housing_yes,loan_no,contact_unknown,month_may,228,2,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,410,housing_yes,loan_no,contact_unknown,month_may,891,4,-1,0,poutcome_unknown,1
age_25_or_above,job_unemployed,marital_divorced,education_primary,default_no,0,housing_yes,loan_no,contact_unknown,month_may,745,12,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,0,housing_yes,loan_no,contact_unknown,month_may,539,12,-1,0,poutcome_unknown,1
age_25_or_above,job_entrepreneur,marital_single,education_secondary,default_no,62,housing_yes,loan_no,contact_unknown,month_may,1044,5,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,416,housing_yes,loan_no,contact_unknown,month_may,1193,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,2763,housing_yes,loan_no,contact_unknown,month_jun,526,2,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_secondary,default_no,2984,housing_yes,loan_no,contact_unknown,month_jun,394,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,143,housing_yes,loan_yes,contact_unknown,month_jun,659,2,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_primary,default_no,0,housing_yes,loan_no,contact_unknown,month_jun,1036,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,696,housing_yes,loan_no,contact_unknown,month_jun,815,1,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_secondary,default_no,152,housing_yes,loan_no,contact_unknown,month_jun,563,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,-78,housing_yes,loan_no,contact_unknown,month_jun,1068,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,867,housing_yes,loan_no,contact_unknown,month_jun,230,3,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,953,housing_yes,loan_no,contact_unknown,month_jun,747,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,443,housing_yes,loan_no,contact_unknown,month_jun,671,5,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_yes,-1129,housing_yes,loan_no,contact_unknown,month_jun,555,5,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,415,housing_yes,loan_no,contact_unknown,month_jun,777,4,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,260,housing_yes,loan_no,contact_unknown,month_jun,707,14,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_divorced,education_tertiary,default_yes,-411,housing_yes,loan_no,contact_unknown,month_jun,432,4,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,1279,housing_yes,loan_no,contact_unknown,month_jun,1173,3,-1,0,poutcome_unknown,1
age_25_or_above,job_unemployed,marital_married,education_secondary,default_no,86,housing_yes,loan_yes,contact_unknown,month_jun,963,2,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_married,education_secondary,default_yes,-754,housing_yes,loan_yes,contact_unknown,month_jun,941,3,-1,0,poutcome_unknown,1
age_25_or_above,job_entrepreneur,marital_married,education_secondary,default_no,0,housing_no,loan_no,contact_unknown,month_jun,1025,7,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_secondary,default_no,178,housing_yes,loan_no,contact_unknown,month_jun,732,2,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_single,education_secondary,default_no,278,housing_yes,loan_no,contact_unknown,month_jun,1045,3,-1,0,poutcome_unknown,1
age_below_25,job_services,marital_single,education_secondary,default_no,425,housing_yes,loan_no,contact_unknown,month_jun,768,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_primary,default_no,168,housing_yes,loan_no,contact_unknown,month_jun,801,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_yes,-36,housing_yes,loan_no,contact_unknown,month_jun,482,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_divorced,education_primary,default_no,126,housing_yes,loan_no,contact_unknown,month_jun,2456,2,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,-87,housing_yes,loan_no,contact_unknown,month_jun,1363,7,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_tertiary,default_no,6281,housing_yes,loan_no,contact_unknown,month_jun,1336,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_divorced,education_secondary,default_no,644,housing_yes,loan_no,contact_unknown,month_jun,633,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_divorced,education_secondary,default_no,377,housing_yes,loan_no,contact_unknown,month_jun,524,15,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_single,education_secondary,default_no,-271,housing_yes,loan_no,contact_unknown,month_jun,578,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,5839,housing_yes,loan_no,contact_unknown,month_jun,984,2,-1,0,poutcome_unknown,1
age_below_25,job_blue-collar,marital_single,education_secondary,default_no,492,housing_yes,loan_no,contact_unknown,month_jun,638,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,99,housing_yes,loan_no,contact_unknown,month_jun,767,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_yes,-713,housing_yes,loan_no,contact_unknown,month_jun,525,2,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_single,education_secondary,default_no,32,housing_yes,loan_no,contact_unknown,month_jun,563,1,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_married,education_tertiary,default_no,543,housing_yes,loan_yes,contact_unknown,month_jun,1449,6,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_primary,default_no,403,housing_yes,loan_no,contact_unknown,month_jun,920,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_divorced,education_secondary,default_no,437,housing_yes,loan_no,contact_unknown,month_jun,908,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1772,housing_no,loan_no,contact_unknown,month_jun,208,1,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_divorced,education_primary,default_no,-88,housing_yes,loan_no,contact_unknown,month_jun,910,2,-1,0,poutcome_unknown,1
age_25_or_above,job_entrepreneur,marital_married,education_secondary,default_no,0,housing_no,loan_no,contact_unknown,month_jun,1446,1,-1,0,poutcome_unknown,1
age_25_or_above,job_entrepreneur,marital_married,education_tertiary,default_no,853,housing_no,loan_no,contact_unknown,month_jun,1149,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,240,housing_no,loan_no,contact_unknown,month_jun,1123,1,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,849,housing_yes,loan_no,contact_unknown,month_jun,508,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_single,education_secondary,default_no,318,housing_yes,loan_no,contact_unknown,month_jun,736,2,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,703,housing_yes,loan_no,contact_unknown,month_jun,590,3,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_divorced,education_secondary,default_no,61,housing_no,loan_no,contact_unknown,month_jun,636,1,-1,0,poutcome_unknown,1
age_25_or_above,job_housemaid,marital_married,education_primary,default_no,104,housing_no,loan_yes,contact_unknown,month_jun,701,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1996,housing_no,loan_no,contact_unknown,month_jun,761,2,-1,0,poutcome_unknown,1
age_25_or_above,job_housemaid,marital_divorced,education_primary,default_yes,1238,housing_no,loan_no,contact_unknown,month_jun,1558,1,-1,0,poutcome_unknown,1
age_25_or_above,job_housemaid,marital_married,education_secondary,default_no,879,housing_no,loan_no,contact_unknown,month_jun,1053,2,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_married,education_secondary,default_no,425,housing_yes,loan_no,contact_unknown,month_jun,562,15,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,416,housing_yes,loan_no,contact_unknown,month_jun,494,5,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_divorced,education_primary,default_no,844,housing_no,loan_no,contact_unknown,month_jun,1018,3,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,860,housing_yes,loan_no,contact_unknown,month_jun,884,4,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_single,education_secondary,default_no,639,housing_yes,loan_no,contact_unknown,month_jun,709,5,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,710,housing_yes,loan_yes,contact_unknown,month_jun,1276,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_unknown,default_no,1508,housing_no,loan_yes,contact_unknown,month_jun,381,2,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,223,housing_yes,loan_no,contact_unknown,month_jun,862,11,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,619,housing_yes,loan_no,contact_unknown,month_jun,460,4,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_divorced,education_secondary,default_no,319,housing_yes,loan_no,contact_unknown,month_jun,467,3,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_secondary,default_no,480,housing_no,loan_no,contact_unknown,month_jun,648,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_single,education_primary,default_no,213,housing_yes,loan_no,contact_unknown,month_jun,2653,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,68,housing_no,loan_no,contact_unknown,month_jun,1085,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,2788,housing_yes,loan_no,contact_unknown,month_jun,369,2,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_unknown,default_no,7561,housing_no,loan_no,contact_unknown,month_jun,685,3,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_divorced,education_secondary,default_no,-46,housing_yes,loan_no,contact_unknown,month_jun,1055,10,-1,0,poutcome_unknown,1
age_25_or_above,job_services,marital_married,education_secondary,default_no,1595,housing_no,loan_no,contact_unknown,month_jun,882,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_single,education_tertiary,default_no,1046,housing_no,loan_no,contact_unknown,month_jun,901,1,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_divorced,education_tertiary,default_no,1382,housing_no,loan_no,contact_unknown,month_jun,700,1,-1,0,poutcome_unknown,1
age_25_or_above,job_technician,marital_married,education_primary,default_no,217,housing_yes,loan_no,contact_unknown,month_jun,491,6,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_divorced,education_primary,default_no,183,housing_no,loan_no,contact_unknown,month_jun,940,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_secondary,default_no,1321,housing_no,loan_no,contact_unknown,month_jun,3881,3,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,25,housing_no,loan_no,contact_unknown,month_jun,486,3,-1,0,poutcome_unknown,1
age_25_or_above,job_self-employed,marital_single,education_tertiary,default_no,4844,housing_no,loan_no,contact_unknown,month_jun,1137,3,-1,0,poutcome_unknown,1
age_25_or_above,job_entrepreneur,marital_married,education_tertiary,default_no,5345,housing_no,loan_no,contact_unknown,month_jun,878,3,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_single,education_secondary,default_no,812,housing_no,loan_yes,contact_unknown,month_jun,583,4,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_married,education_secondary,default_no,105,housing_no,loan_no,contact_unknown,month_jun,1159,4,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,-190,housing_no,loan_yes,contact_unknown,month_jun,893,8,-1,0,poutcome_unknown,1
age_25_or_above,job_housemaid,marital_married,education_primary,default_no,625,housing_no,loan_yes,contact_unknown,month_jun,867,1,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_unknown,default_no,293,housing_no,loan_no,contact_unknown,month_jun,706,1,-1,0,poutcome_unknown,1
age_25_or_above,job_retired,marital_married,education_unknown,default_no,1033,housing_no,loan_no,contact_unknown,month_jun,1199,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_married,education_secondary,default_no,1210,housing_no,loan_no,contact_unknown,month_jun,935,1,-1,0,poutcome_unknown,1
age_25_or_above,job_management,marital_married,education_tertiary,default_no,64,housing_no,loan_no,contact_unknown,month_jun,586,1,-1,0,poutcome_unknown,1
age_25_or_above,job_blue-collar,marital_divorced,education_unknown,default_no,164,housing_no,loan_no,contact_unknown,month_jun,967,2,-1,0,poutcome_unknown,1
age_25_or_above,job_unemployed,marital_married,education_secondary,default_no,1766,housing_no,loan_no,contact_unknown,month_jun,595,2,-1,0,poutcome_unknown,1
age_25_or_above,job_admin.,marital_single,education_tertiary,default_no,1248,housing_no,loan_no,contact_unknown,month_jun,1290,2,-1,0,poutcome_unknown,1
