checkingstatus,duration,history,purpose,amount,savings,employ,installment,status,others,residence,property,age,otherplans,housing,cards,job,liable,telephone,foreign,outcome
no checking account,6,existing credits paid back duly till now,furniture/equipment,2978,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1291,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,12,existing credits paid back duly till now,radio/television,674,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,others - none,1,building society savings agreement/ life insurance,<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
no checking account,60,existing credits paid back duly till now,car (new),6527,unknown/ no savings account,1 <= ... < 4 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,for free,1,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,976,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
... >= 200 DM / salary assignments for at least 1 year,10,existing credits paid back duly till now,car (new),3949,... < 100 DM,... < 1 year,1,male : single,guarantor,1,building society savings agreement/ life insurance,> 25 years,none,own,1,unskilled - resident,2,phone - none,foreign - yes,1
0 <= ... < 200 DM,10,all credits at this bank paid back duly,radio/television,1048,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,4,real estate,<= 25 years,stores,own,1,unskilled - resident,1,phone - none,foreign - yes,1
no checking account,24,existing credits paid back duly till now,car (used),2670,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,30,no credits taken/ all credits paid back duly,furniture/equipment,4583,... < 100 DM,1 <= ... < 4 years,2,male : divorced/separated,guarantor,2,real estate,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,24,delay in paying off in the past,business,2375,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,2,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1282,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,others - none,4,"car or other, not in attribute 6",<= 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,2
no checking account,24,existing credits paid back duly till now,car (new),3757,... < 100 DM,.. >= 7 years,4,female : divorced/separated/married,co-applicant,4,unknown / no property,> 25 years,none,for free,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,24,no credits taken/ all credits paid back duly,business,4241,... < 100 DM,1 <= ... < 4 years,1,male : single,others - none,4,real estate,> 25 years,none,own,3,unskilled - resident,1,"phone - yes, registered under the customers name",foreign - yes,2
... < 0 DM,24,existing credits paid back duly till now,car (used),6579,... < 100 DM,unemployed,4,male : single,others - none,2,unknown / no property,> 25 years,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,12,critical account/ other credits existing (not at this bank),car (new),2121,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,12,existing credits paid back duly till now,radio/television,2171,... < 100 DM,... < 1 year,2,female : divorced/separated/married,others - none,2,"car or other, not in attribute 6",> 25 years,bank,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,15,delay in paying off in the past,car (used),3594,... < 100 DM,... < 1 year,1,female : divorced/separated/married,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,2,unskilled - resident,1,phone - none,foreign - yes,1
no checking account,36,existing credits paid back duly till now,car (used),4686,... < 100 DM,1 <= ... < 4 years,2,male : single,others - none,2,unknown / no property,> 25 years,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,15,existing credits paid back duly till now,car (used),4657,... < 100 DM,1 <= ... < 4 years,3,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,14,existing credits paid back duly till now,car (new),8978,... < 100 DM,.. >= 7 years,1,male : divorced/separated,others - none,4,building society savings agreement/ life insurance,> 25 years,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - no,2
no checking account,18,critical account/ other credits existing (not at this bank),car (new),1055,... < 100 DM,... < 1 year,4,female : divorced/separated/married,others - none,1,building society savings agreement/ life insurance,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,48,existing credits paid back duly till now,domestic appliances,3051,... < 100 DM,1 <= ... < 4 years,3,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,30,existing credits paid back duly till now,furniture/equipment,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,4,"car or other, not in attribute 6",<= 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,2
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,5150,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,existing credits paid back duly till now,radio/television,1963,... < 100 DM,4 <= ... < 7 years,4,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,rent,2,management/ self-employed/highly qualified employee/ officer,2,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),business,3590,... < 100 DM,unemployed,3,male : married/widowed,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,3,unemployed/ unskilled - non-resident,2,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,36,critical account/ other credits existing (not at this bank),car (used),5842,... < 100 DM,.. >= 7 years,2,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,2,skilled employee / official,2,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,24,existing credits paid back duly till now,car (new),1469,100 <= ... < 500 DM,.. >= 7 years,4,male : married/widowed,others - none,4,real estate,> 25 years,none,rent,1,unskilled - resident,1,phone - none,foreign - yes,1
no checking account,24,existing credits paid back duly till now,car (used),2603,.. >= 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,others - none,4,"car or other, not in attribute 6",> 25 years,none,rent,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),3651,.. >= 1000 DM,1 <= ... < 4 years,1,male : single,others - none,3,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,2,phone - none,foreign - yes,1
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,3149,... < 100 DM,... < 1 year,4,male : single,others - none,1,unknown / no property,<= 25 years,bank,for free,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,24,no credits taken/ all credits paid back duly,furniture/equipment,4110,... < 100 DM,.. >= 7 years,3,male : single,others - none,4,unknown / no property,<= 25 years,bank,rent,2,skilled employee / official,2,phone - none,foreign - yes,2
0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,others - none,3,unknown / no property,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,1377,100 <= ... < 500 DM,.. >= 7 years,4,female : divorced/separated/married,others - none,2,unknown / no property,> 25 years,none,for free,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,9,existing credits paid back duly till now,car (new),1422,... < 100 DM,... < 1 year,3,male : single,others - none,2,unknown / no property,> 25 years,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,2
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,3622,.. >= 1000 DM,.. >= 7 years,4,female : divorced/separated/married,others - none,4,building society savings agreement/ life insurance,> 25 years,none,rent,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,3345,... < 100 DM,.. >= 7 years,4,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,2
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,625,... < 100 DM,... < 1 year,4,male : married/widowed,guarantor,1,real estate,> 25 years,bank,own,1,unskilled - resident,1,phone - none,foreign - yes,1
